start,end,total,start: 12:10:57 GMT+0200 (czas środkowoeuropejski letni),end: 12:27:56 GMT+0200 (czas środkowoeuropejski letni)
80,21948,21868,
21981,42426,20445,
42432,62854,20422,
62865,83219,20354,
83222,103536,20314,
103540,124609,21069,
124615,144976,20361,
144999,165327,20328,
165331,185642,20311,
185648,206013,20365,
206080,226412,20332,
226418,246728,20310,
246739,266484,19745,
266496,286774,20278,
286782,307170,20388,
307175,327575,20400,
327582,347929,20347,
347937,368261,20324,
368267,388648,20381,
388656,408975,20319,
408985,429389,20404,
429392,449720,20328,
449724,470019,20295,
470022,490335,20313,
490339,510783,20444,
510789,531108,20319,
531116,551418,20302,
551428,571837,20409,
571842,592311,20469,
592317,612592,20275,
612601,632937,20336,
632940,653405,20465,
653411,673767,20356,
673773,694108,20335,
694120,714441,20321,
714450,734137,19687,
734151,754448,20297,
754465,774815,20350,
774819,795307,20488,
795319,815712,20393,
815722,836061,20339,
836071,856436,20365,
856450,877676,21226,
877679,898215,20536,
898220,918619,20399,
918628,938750,20122,
938758,958943,20185,
958949,979137,20188,
979141,999324,20183,
999336,1019464,20128,
